Week_end,Indicator,High_industry,Value
2022-05-08,Number of paid jobs - 6 days,Z No Match,44050
2022-05-15,Number of paid jobs - 34 days,Total,2326100
2022-05-15,Number of paid jobs - 34 days,A Primary,101450
2022-05-15,Number of paid jobs - 34 days,B Goods Producing,443900
2022-05-15,Number of paid jobs - 34 days,C Services,1721660
2022-05-15,Number of paid jobs - 34 days,Z No Match,59090
2022-05-15,Number of paid jobs - 20 days,Total,2046420
2022-05-15,Number of paid jobs - 20 days,A Primary,78780
2022-05-15,Number of paid jobs - 20 days,B Goods Producing,383030
2022-05-15,Number of paid jobs - 20 days,C Services,1531110
2022-05-15,Number of paid jobs - 20 days,Z No Match,53480
2022-05-15,Number of paid jobs - 6 days,Total,874810
2022-05-15,Number of paid jobs - 6 days,A Primary,35860
2022-05-15,Number of paid jobs - 6 days,B Goods Producing,278100
2022-05-15,Number of paid jobs - 6 days,C Services,519530
2022-05-15,Number of paid jobs - 6 days,Z No Match,41320
2022-05-22,Number of paid jobs - 34 days,Total,2330490
2022-05-22,Number of paid jobs - 34 days,A Primary,100680
2022-05-22,Number of paid jobs - 34 days,B Goods Producing,443990
2022-05-22,Number of paid jobs - 34 days,C Services,1726120
2022-05-22,Number of paid jobs - 34 days,Z No Match,59700
2022-05-22,Number of paid jobs - 20 days,Total,2047540
2022-05-22,Number of paid jobs - 20 days,A Primary,77350
2022-05-22,Number of paid jobs - 20 days,B Goods Producing,382310
2022-05-22,Number of paid jobs - 20 days,C Services,1533810
2022-05-22,Number of paid jobs - 20 days,Z No Match,54070
2022-05-22,Number of paid jobs - 6 days,Total,874480
2022-05-22,Number of paid jobs - 6 days,A Primary,34710
2022-05-22,Number of paid jobs - 6 days,B Goods Producing,279040
2022-05-22,Number of paid jobs - 6 days,C Services,518720
2022-05-22,Number of paid jobs - 6 days,Z No Match,42010
2022-05-29,Number of paid jobs - 34 days,Total,2330930
2022-05-29,Number of paid jobs - 34 days,A Primary,100860
2022-05-29,Number of paid jobs - 34 days,B Goods Producing,443660
2022-05-29,Number of paid jobs - 34 days,C Services,1726010
2022-05-29,Number of paid jobs - 34 days,Z No Match,60400
2022-05-29,Number of paid jobs - 20 days,Total,2048720
2022-05-29,Number of paid jobs - 20 days,A Primary,78290
2022-05-29,Number of paid jobs - 20 days,B Goods Producing,382190
2022-05-29,Number of paid jobs - 20 days,C Services,1534320
2022-05-29,Number of paid jobs - 20 days,Z No Match,53910
2022-05-29,Number of paid jobs - 6 days,Total,866720
2022-05-29,Number of paid jobs - 6 days,A Primary,35070
2022-05-29,Number of paid jobs - 6 days,B Goods Producing,276880
2022-05-29,Number of paid jobs - 6 days,C Services,512390
2022-05-29,Number of paid jobs - 6 days,Z No Match,42380
2022-06-05,Number of paid jobs - 34 days,Total,2342140
2022-06-05,Number of paid jobs - 34 days,A Primary,101060
2022-06-05,Number of paid jobs - 34 days,B Goods Producing,444650
2022-06-05,Number of paid jobs - 34 days,C Services,1734720
2022-06-05,Number of paid jobs - 34 days,Z No Match,61720
2022-06-05,Number of paid jobs - 20 days,Total,2049640
2022-06-05,Number of paid jobs - 20 days,A Primary,77370
2022-06-05,Number of paid jobs - 20 days,B Goods Producing,381920
2022-06-05,Number of paid jobs - 20 days,C Services,1535570
2022-06-05,Number of paid jobs - 20 days,Z No Match,54780
2022-06-05,Number of paid jobs - 6 days,Total,873420
2022-06-05,Number of paid jobs - 6 days,A Primary,34590
2022-06-05,Number of paid jobs - 6 days,B Goods Producing,278470
2022-06-05,Number of paid jobs - 6 days,C Services,517890
2022-06-05,Number of paid jobs - 6 days,Z No Match,42470
2022-06-12,Number of paid jobs - 34 days,Total,2326300
2022-06-12,Number of paid jobs - 34 days,A Primary,97880
2022-06-12,Number of paid jobs - 34 days,B Goods Producing,442960
2022-06-12,Number of paid jobs - 34 days,C Services,1723740
2022-06-12,Number of paid jobs - 34 days,Z No Match,61720
2022-06-12,Number of paid jobs - 20 days,Total,2042450
2022-06-12,Number of paid jobs - 20 days,A Primary,75100
2022-06-12,Number of paid jobs - 20 days,B Goods Producing,382440
2022-06-12,Number of paid jobs - 20 days,C Services,1529760
2022-06-12,Number of paid jobs - 20 days,Z No Match,55160
2022-06-12,Number of paid jobs - 6 days,Total,872450
2022-06-12,Number of paid jobs - 6 days,A Primary,34040
2022-06-12,Number of paid jobs - 6 days,B Goods Producing,279270
2022-06-12,Number of paid jobs - 6 days,C Services,516350
2022-06-12,Number of paid jobs - 6 days,Z No Match,42790
2022-06-19,Number of paid jobs - 34 days,Total,2331080
2022-06-19,Number of paid jobs - 34 days,A Primary,97800
2022-06-19,Number of paid jobs - 34 days,B Goods Producing,443110
2022-06-19,Number of paid jobs - 34 days,C Services,1730860
2022-06-19,Number of paid jobs - 34 days,Z No Match,59310
2022-06-19,Number of paid jobs - 20 days,Total,2047610
2022-06-19,Number of paid jobs - 20 days,A Primary,74440
2022-06-19,Number of paid jobs - 20 days,B Goods Producing,381360
2022-06-19,Number of paid jobs - 20 days,C Services,1536500
2022-06-19,Number of paid jobs - 20 days,Z No Match,55320
2022-06-19,Number of paid jobs - 6 days,Total,832320
2022-06-19,Number of paid jobs - 6 days,A Primary,31780
2022-06-19,Number of paid jobs - 6 days,B Goods Producing,268380
2022-06-19,Number of paid jobs - 6 days,C Services,489710
2022-06-19,Number of paid jobs - 6 days,Z No Match,42440
2022-06-26,Number of paid jobs - 34 days,Total,2332460
2022-06-26,Number of paid jobs - 34 days,A Primary,98050
2022-06-26,Number of paid jobs - 34 days,B Goods Producing,443390
2022-06-26,Number of paid jobs - 34 days,C Services,1730950
2022-06-26,Number of paid jobs - 34 days,Z No Match,60070
2022-06-26,Number of paid jobs - 20 days,Total,2049220
2022-06-26,Number of paid jobs - 20 days,A Primary,75620
2022-06-26,Number of paid jobs - 20 days,B Goods Producing,381560
2022-06-26,Number of paid jobs - 20 days,C Services,1536750
2022-06-26,Number of paid jobs - 20 days,Z No Match,55290
2022-06-26,Number of paid jobs - 6 days,Total,868170
2022-06-26,Number of paid jobs - 6 days,A Primary,33640
2022-06-26,Number of paid jobs - 6 days,B Goods Producing,277570
2022-06-26,Number of paid jobs - 6 days,C Services,514300
2022-06-26,Number of paid jobs - 6 days,Z No Match,42660
2022-07-03,Number of paid jobs - 34 days,Total,2345880
2022-07-03,Number of paid jobs - 34 days,A Primary,98980
2022-07-03,Number of paid jobs - 34 days,B Goods Producing,445190
2022-07-03,Number of paid jobs - 34 days,C Services,1740380
2022-07-03,Number of paid jobs - 34 days,Z No Match,61340
2022-07-03,Number of paid jobs - 20 days,Total,2049310
2022-07-03,Number of paid jobs - 20 days,A Primary,76180
2022-07-03,Number of paid jobs - 20 days,B Goods Producing,382190
2022-07-03,Number of paid jobs - 20 days,C Services,1542320
2022-07-03,Number of paid jobs - 20 days,Z No Match,48610
2022-07-03,Number of paid jobs - 6 days,Total,860180
2022-07-03,Number of paid jobs - 6 days,A Primary,34090
2022-07-03,Number of paid jobs - 6 days,B Goods Producing,273850
2022-07-03,Number of paid jobs - 6 days,C Services,514980
2022-07-03,Number of paid jobs - 6 days,Z No Match,37270
2022-07-10,Number of paid jobs - 34 days,Total,2324970
2022-07-10,Number of paid jobs - 34 days,A Primary,97100
2022-07-10,Number of paid jobs - 34 days,B Goods Producing,441880
2022-07-10,Number of paid jobs - 34 days,C Services,1723410
2022-07-10,Number of paid jobs - 34 days,Z No Match,62590
2022-07-10,Number of paid jobs - 20 days,Total,2044640
2022-07-10,Number of paid jobs - 20 days,A Primary,74570
2022-07-10,Number of paid jobs - 20 days,B Goods Producing,380210
2022-07-10,Number of paid jobs - 20 days,C Services,1533550
2022-07-10,Number of paid jobs - 20 days,Z No Match,56310
2022-07-10,Number of paid jobs - 6 days,Total,859750
2022-07-10,Number of paid jobs - 6 days,A Primary,32120
2022-07-10,Number of paid jobs - 6 days,B Goods Producing,273790
2022-07-10,Number of paid jobs - 6 days,C Services,512660
2022-07-10,Number of paid jobs - 6 days,Z No Match,41180
2022-07-17,Number of paid jobs - 34 days,Total,2322140
2022-07-17,Number of paid jobs - 34 days,A Primary,97600
2022-07-17,Number of paid jobs - 34 days,B Goods Producing,443180
2022-07-17,Number of paid jobs - 34 days,C Services,1721240
2022-07-17,Number of paid jobs - 34 days,Z No Match,60120
2022-07-17,Number of paid jobs - 20 days,Total,2039670
2022-07-17,Number of paid jobs - 20 days,A Primary,74080
2022-07-17,Number of paid jobs - 20 days,B Goods Producing,380410
2022-07-17,Number of paid jobs - 20 days,C Services,1528400
2022-07-17,Number of paid jobs - 20 days,Z No Match,56770
2022-07-17,Number of paid jobs - 6 days,Total,858540
2022-07-17,Number of paid jobs - 6 days,A Primary,32900
2022-07-17,Number of paid jobs - 6 days,B Goods Producing,273650
2022-07-17,Number of paid jobs - 6 days,C Services,508790
2022-07-17,Number of paid jobs - 6 days,Z No Match,43210
2022-07-24,Number of paid jobs - 34 days,Total,2317920
2022-07-24,Number of paid jobs - 34 days,A Primary,98910
2022-07-24,Number of paid jobs - 34 days,B Goods Producing,443220
2022-07-24,Number of paid jobs - 34 days,C Services,1715190
2022-07-24,Number of paid jobs - 34 days,Z No Match,60610
2022-07-24,Number of paid jobs - 20 days,Total,2034510
2022-07-24,Number of paid jobs - 20 days,A Primary,76010
2022-07-24,Number of paid jobs - 20 days,B Goods Producing,380060
2022-07-24,Number of paid jobs - 20 days,C Services,1520980
2022-07-24,Number of paid jobs - 20 days,Z No Match,57440
2022-07-24,Number of paid jobs - 6 days,Total,853650
2022-07-24,Number of paid jobs - 6 days,A Primary,32930
2022-07-24,Number of paid jobs - 6 days,B Goods Producing,271940
2022-07-24,Number of paid jobs - 6 days,C Services,504530
2022-07-24,Number of paid jobs - 6 days,Z No Match,44250
2022-07-31,Number of paid jobs - 34 days,Total,2326570
2022-07-31,Number of paid jobs - 34 days,A Primary,99050
2022-07-31,Number of paid jobs - 34 days,B Goods Producing,442630
2022-07-31,Number of paid jobs - 34 days,C Services,1727430
2022-07-31,Number of paid jobs - 34 days,Z No Match,57460
2022-07-31,Number of paid jobs - 20 days,Total,2044710
2022-07-31,Number of paid jobs - 20 days,A Primary,75930
2022-07-31,Number of paid jobs - 20 days,B Goods Producing,380760
2022-07-31,Number of paid jobs - 20 days,C Services,1536530
2022-07-31,Number of paid jobs - 20 days,Z No Match,51480
2022-07-31,Number of paid jobs - 6 days,Total,859420
2022-07-31,Number of paid jobs - 6 days,A Primary,33450
2022-07-31,Number of paid jobs - 6 days,B Goods Producing,274820
2022-07-31,Number of paid jobs - 6 days,C Services,511020
2022-07-31,Number of paid jobs - 6 days,Z No Match,40120
2022-08-07,Number of paid jobs - 34 days,Total,2325060
2022-08-07,Number of paid jobs - 34 days,A Primary,98670
2022-08-07,Number of paid jobs - 34 days,B Goods Producing,441250
2022-08-07,Number of paid jobs - 34 days,C Services,1723360
2022-08-07,Number of paid jobs - 34 days,Z No Match,61780
2022-08-07,Number of paid jobs - 20 days,Total,2046920
2022-08-07,Number of paid jobs - 20 days,A Primary,75080
2022-08-07,Number of paid jobs - 20 days,B Goods Producing,380340
2022-08-07,Number of paid jobs - 20 days,C Services,1535600
2022-08-07,Number of paid jobs - 20 days,Z No Match,55900
2022-08-07,Number of paid jobs - 6 days,Total,865730
2022-08-07,Number of paid jobs - 6 days,A Primary,33080
2022-08-07,Number of paid jobs - 6 days,B Goods Producing,274830
2022-08-07,Number of paid jobs - 6 days,C Services,513090
2022-08-07,Number of paid jobs - 6 days,Z No Match,44730
2022-08-14,Number of paid jobs - 34 days,Total,2332460
2022-08-14,Number of paid jobs - 34 days,A Primary,99300
2022-08-14,Number of paid jobs - 34 days,B Goods Producing,442600
2022-08-14,Number of paid jobs - 34 days,C Services,1733320
2022-08-14,Number of paid jobs - 34 days,Z No Match,57230
2022-08-14,Number of paid jobs - 20 days,Total,2051350
2022-08-14,Number of paid jobs - 20 days,A Primary,74900
2022-08-14,Number of paid jobs - 20 days,B Goods Producing,381010
2022-08-14,Number of paid jobs - 20 days,C Services,1541000
2022-08-14,Number of paid jobs - 20 days,Z No Match,54440
2022-08-14,Number of paid jobs - 6 days,Total,861470
2022-08-14,Number of paid jobs - 6 days,A Primary,32890
2022-08-14,Number of paid jobs - 6 days,B Goods Producing,276120
2022-08-14,Number of paid jobs - 6 days,C Services,511770
2022-08-14,Number of paid jobs - 6 days,Z No Match,40690
2022-08-21,Number of paid jobs - 34 days,Total,2336530
2022-08-21,Number of paid jobs - 34 days,A Primary,99900
2022-08-21,Number of paid jobs - 34 days,B Goods Producing,442510
2022-08-21,Number of paid jobs - 34 days,C Services,1734120
2022-08-21,Number of paid jobs - 34 days,Z No Match,60000
2022-08-21,Number of paid jobs - 20 days,Total,2050610
2022-08-21,Number of paid jobs - 20 days,A Primary,74730
2022-08-21,Number of paid jobs - 20 days,B Goods Producing,380470
2022-08-21,Number of paid jobs - 20 days,C Services,1538180
2022-08-21,Number of paid jobs - 20 days,Z No Match,57230
2022-08-21,Number of paid jobs - 6 days,Total,845900
2022-08-21,Number of paid jobs - 6 days,A Primary,32110
2022-08-21,Number of paid jobs - 6 days,B Goods Producing,268340
2022-08-21,Number of paid jobs - 6 days,C Services,501910
2022-08-21,Number of paid jobs - 6 days,Z No Match,43540
2022-08-28,Number of paid jobs - 20 days,Total,2057640
2022-08-28,Number of paid jobs - 20 days,A Primary,76220
2022-08-28,Number of paid jobs - 20 days,B Goods Producing,380490
2022-08-28,Number of paid jobs - 20 days,C Services,1546610
2022-08-28,Number of paid jobs - 20 days,Z No Match,54320
2022-08-28,Number of paid jobs - 6 days,Total,869930
2022-08-28,Number of paid jobs - 6 days,A Primary,32810
2022-08-28,Number of paid jobs - 6 days,B Goods Producing,274690
2022-08-28,Number of paid jobs - 6 days,C Services,518300
2022-08-28,Number of paid jobs - 6 days,Z No Match,44130
2022-09-04,Number of paid jobs - 20 days,Total,2051400
2022-09-04,Number of paid jobs - 20 days,A Primary,76450
2022-09-04,Number of paid jobs - 20 days,B Goods Producing,380910
2022-09-04,Number of paid jobs - 20 days,C Services,1547420
2022-09-04,Number of paid jobs - 20 days,Z No Match,46620
2022-09-04,Number of paid jobs - 6 days,Total,858500
2022-09-04,Number of paid jobs - 6 days,A Primary,32640
2022-09-04,Number of paid jobs - 6 days,B Goods Producing,274670
2022-09-04,Number of paid jobs - 6 days,C Services,515880
2022-09-04,Number of paid jobs - 6 days,Z No Match,35310
2022-09-11,Number of paid jobs - 6 days,Total,855200
2022-09-11,Number of paid jobs - 6 days,A Primary,31810
2022-09-11,Number of paid jobs - 6 days,B Goods Producing,273440
2022-09-11,Number of paid jobs - 6 days,C Services,513380
2022-09-11,Number of paid jobs - 6 days,Z No Match,36570
2022-09-18,Number of paid jobs - 6 days,Total,867240
2022-09-18,Number of paid jobs - 6 days,A Primary,31840
2022-09-18,Number of paid jobs - 6 days,B Goods Producing,275390
2022-09-18,Number of paid jobs - 6 days,C Services,516750
2022-09-18,Number of paid jobs - 6 days,Z No Match,43260
